n,p,k,blockNum,effectSizeScale,noiseScale,distanceNoiseScale,distanceReshufflePercentage,mode_regressionModel,seed,p_mse, p_auc, b_mse, b_auc, ars
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,0.0,3.0,0.1324,0.5043759999999999,21.965406814871148,0.5092506666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,1.0,1.0,nan,nan,63.84392487974543,0.49695466666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,1.0,2.0,nan,nan,41.42400995185043,0.48963022222222224,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,1.0,3.0,nan,nan,38.03954419426007,0.488784,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,1.0,0.0,1.0,0.12960000000000002,0.47253466666666666,27.41076311189711,0.4736933333333333,0.028268551236749116,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,1.0,1.0,1.0,nan,nan,63.40707874424732,0.5224115555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,1.0,1.0,3.0,nan,nan,37.545912573983905,0.4973706666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.0,0.0,1.0,0.13520000000000001,0.4649151111111111,26.45647922753294,0.4630524444444444,0.9149728027483538,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.0,0.0,2.0,0.1668,0.5182431111111111,20.684363264186317,0.523464,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.0,0.0,3.0,0.13279999999999997,0.5047275555555555,21.978845827297732,0.5094866666666666,0.9149728027483538,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.0,1.0,3.0,nan,nan,38.059291845467186,0.4891873333333333,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.5,0.0,2.0,0.3468,0.4844326666666667,19.79754976542347,0.48542555555555555,0.019801980198019802,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.5,0.0,3.0,0.1276,0.5152468888888889,19.702798057634002,0.5182893333333334,0.0032191780821917808,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.5,1.0,1.0,nan,nan,66.13108870427213,0.5091497777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,0.5,1.0,2.0,nan,nan,44.89235375233197,0.4985184444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,1.0,0.0,1.0,0.13040000000000002,0.4865537777777778,27.2684058432282,0.4850664444444444,-0.011704078958861035,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,1.0,0.0,3.0,0.1184,0.5050782222222223,16.439425087510475,0.5066386666666667,0.0009679839314667377,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,1.0,1.0,1.0,nan,nan,65.92379381909193,0.5138704444444444,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,1.0,1.0,2.0,nan,nan,45.17117835929577,0.4990393333333333,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.1,1.0,1.0,3.0,nan,nan,37.37151587317682,0.5019006666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.0,0.0,1.0,0.137,0.45817466666666673,26.638689854558844,0.4579644444444444,0.33124843632724543,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.0,0.0,2.0,0.1662,0.5162293333333333,20.42295413771871,0.5231577777777778,0.3164332215427106,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.0,0.0,3.0,0.12739999999999999,0.5126251111111111,21.055716816597293,0.5166944444444445,0.34292035398230086,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.0,1.0,1.0,nan,nan,62.83225427272665,0.49467066666666665,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.0,1.0,2.0,nan,nan,41.33031511136274,0.4897,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.5,0.0,1.0,0.136,0.48216755555555557,27.272198207516613,0.48218577777777777,0.00888572951839346,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.5,1.0,1.0,nan,nan,66.3351043605418,0.5116782222222223,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,0.5,1.0,2.0,nan,nan,44.642839008271366,0.4990857777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,1.0,0.0,2.0,0.6474,0.49702488888888896,13.732227804281893,0.48662933333333325,0.00739441032710866,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,1.0,0.0,3.0,0.11439999999999997,0.5045104444444445,14.692597123839741,0.5034706666666667,-0.0022469690609644684,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,1.0,1.0,1.0,nan,nan,65.74738828798336,0.5149611111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,1.0,1.0,2.0,nan,nan,44.837736793328524,0.5019037777777777,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,1.0,1.0,1.0,3.0,nan,nan,37.25932339954902,0.5036097777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.0,0.0,3.0,0.132,0.5063475555555556,86.20918464872126,0.5112426666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.0,1.0,3.0,nan,nan,147.84974962905034,0.4889617777777777,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.5,0.0,1.0,0.1264,0.47380066666666665,108.71839155577655,0.4721404444444445,0.09601301871440195,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.5,0.0,2.0,0.15780000000000002,0.49092800000000003,92.333490792751,0.49323955555555554,0.11274421939415666,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.5,0.0,3.0,0.11539999999999999,0.509137111111111,59.57097054066983,0.5050531111111111,0.028112449799196786,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,0.5,1.0,2.0,nan,nan,173.19343359283965,0.5004213333333333,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,1.0,0.0,1.0,0.128,0.4724742222222222,108.22852798737982,0.4738337777777777,0.0088339222614841,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,1.0,1.0,1.0,nan,nan,253.56070152629962,0.5211342222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,1.0,1.0,2.0,nan,nan,174.75920017716768,0.49972533333333335,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.0,1.0,1.0,3.0,nan,nan,146.21098682098196,0.497476,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,0.0,1.0,0.134,0.46418666666666664,104.476864459269,0.461596,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,0.0,2.0,0.1664,0.5137882222222222,83.4439572443734,0.5186106666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,0.0,3.0,0.132,0.5065891111111112,86.23515890290255,0.5114888888888889,0.8815680500598141,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,1.0,1.0,nan,nan,254.3459126597787,0.49532044444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,1.0,2.0,nan,nan,164.60915702290532,0.4882684444444444,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.0,1.0,3.0,nan,nan,147.88867962213837,0.48912355555555553,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.5,0.0,1.0,0.13440000000000002,0.4825488888888889,109.38174365887119,0.48107422222222224,0.04176375694568919,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.5,0.0,2.0,0.3593999999999999,0.4834704444444444,78.88732767684384,0.48437577777777774,0.01114099116404149,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.5,0.0,3.0,0.127,0.5192273333333334,79.02191164335754,0.5200273333333333,0.004735193414438697,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.5,1.0,1.0,nan,nan,263.9847875038932,0.5081782222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,0.5,1.0,2.0,nan,nan,178.05854704416367,0.4959648888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,1.0,0.0,1.0,0.1282,0.4853573333333333,106.52487018849733,0.4841977777777777,0.004524886877828055,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,1.0,0.0,3.0,0.12,0.5068151111111112,68.70873830910884,0.507274,-0.001292466765140325,
100.0,50.0,5.0,50.0,10.0,0.1,0.1,1.0,1.0,1.0,nan,nan,263.36894123402004,0.5126031111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,0.0,1.0,0.13440000000000002,0.45994888888888885,105.11313896126852,0.45792844444444447,0.5714285714285714,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,0.0,2.0,0.16759999999999997,0.5109204444444444,83.0978008300136,0.5154022222222223,0.7638841567291311,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,0.0,3.0,0.13139999999999996,0.5071471111111111,86.36982694420998,0.5131604444444444,0.5156239806901951,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,1.0,1.0,nan,nan,252.31989433899653,0.49414888888888886,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,1.0,2.0,nan,nan,164.3135617254053,0.4881337777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.0,1.0,3.0,nan,nan,148.12364636435663,0.49093444444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.5,0.0,1.0,0.1342,0.48049555555555556,108.67309382178092,0.4797444444444445,0.008222827031096183,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.5,0.0,3.0,0.1266,0.5188828888888889,77.67960171605546,0.5204924444444444,0.006975093361316009,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.5,1.0,1.0,nan,nan,264.3799712206359,0.5090497777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,0.5,1.0,3.0,nan,nan,146.00453690104706,0.5022546666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,1.0,0.0,3.0,0.11979999999999999,0.5056444444444445,68.3601742062339,0.5052260000000001,-0.0021383030897498775,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,1.0,1.0,2.0,nan,nan,178.62112116531563,0.49706955555555554,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.1,1.0,1.0,1.0,3.0,nan,nan,145.18671520162505,0.5013068888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.0,0.0,1.0,0.13360000000000002,0.46462400000000004,104.91499674313732,0.46266666666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.0,0.0,2.0,0.16599999999999998,0.5145573333333334,82.83763416065273,0.5196533333333333,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.0,0.0,3.0,0.13279999999999997,0.5041706666666667,87.69040447063077,0.5093422222222223,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.0,1.0,1.0,nan,nan,254.8864906358145,0.49623466666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.0,1.0,3.0,nan,nan,149.71285911409538,0.48901511111111107,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.5,1.0,1.0,nan,nan,266.64435328582766,0.5181720000000001,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.5,1.0,2.0,nan,nan,173.6731811299052,0.5017755555555555,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,0.5,1.0,3.0,nan,nan,145.90687592238638,0.49774444444444443,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,1.0,0.0,1.0,0.13,0.4722786666666666,108.84206361636109,0.4737813333333333,0.028268551236749116,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,1.0,0.0,3.0,0.11599999999999998,0.4999568888888889,58.76836191491501,0.5010031111111111,0.007744874715261959,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,1.0,1.0,1.0,nan,nan,253.54721265790354,0.521704,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,1.0,1.0,2.0,nan,nan,175.2979867917803,0.5008155555555555,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.0,1.0,1.0,3.0,nan,nan,147.9372518392859,0.4978377777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.0,0.0,2.0,0.1662,0.5144960000000001,82.86037082479666,0.5195671111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.0,0.0,3.0,0.13279999999999997,0.5045026666666667,87.71725450516819,0.5095931111111112,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.0,1.0,2.0,nan,nan,165.02239824803243,0.48903555555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,0.0,1.0,0.13640000000000002,0.4828013333333333,110.15875177556416,0.48145333333333334,0.04176375694568919,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,0.0,2.0,0.35259999999999997,0.48543911111111115,79.2711210110441,0.4856106666666667,0.017497456765005085,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,0.0,3.0,0.1276,0.5181335555555555,79.22967364023359,0.5191531111111111,0.004735193414438697,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,1.0,1.0,nan,nan,264.16197261057266,0.5085288888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,1.0,2.0,nan,nan,178.69466171448934,0.49722866666666665,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,0.5,1.0,3.0,nan,nan,147.90374579273487,0.5013704444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,1.0,0.0,1.0,0.1298,0.4854091111111112,107.19549997415432,0.4844117777777778,0.004524886877828055,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,1.0,0.0,3.0,0.11959999999999997,0.5073128888888889,67.8728703300153,0.5067691111111111,-0.0009629272989889263,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,1.0,1.0,1.0,nan,nan,263.4915055971402,0.5131582222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,0.1,1.0,1.0,3.0,nan,nan,147.366245476085,0.5009613333333334,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.0,0.0,1.0,0.1364,0.4602577777777777,105.54181717378452,0.45858622222222223,0.6228993950257674,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.0,0.0,2.0,0.16820000000000002,0.5132848888888889,82.88452315414186,0.5179764444444445,0.6335196341728968,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.0,1.0,1.0,nan,nan,252.72185207117036,0.49478088888888894,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.5,0.0,1.0,0.13580000000000003,0.480912,109.42669406816381,0.4802053333333334,0.011668611435239206,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.5,0.0,3.0,0.1256,0.5143515555555556,76.47261550873571,0.5160902222222222,-0.0021254549802067007,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.5,1.0,1.0,nan,nan,264.5995643840408,0.5093231111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.5,1.0,2.0,nan,nan,178.35700119988914,0.49805622222222223,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,0.5,1.0,3.0,nan,nan,147.8023439725599,0.5027488888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,1.0,0.0,1.0,0.1308,0.4858633333333333,107.5105140824249,0.4848277777777778,-0.012883668056081848,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,1.0,0.0,3.0,0.11799999999999997,0.5073895555555555,65.22674116914554,0.507066888888889,-0.0006291895554533795,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,1.0,1.0,1.0,nan,nan,263.10006495989813,0.5137597777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,1.0,1.0,2.0,nan,nan,179.30281445241206,0.4980971111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,10.0,0.5,1.0,1.0,1.0,3.0,nan,nan,146.8235721951962,0.5019037777777777,0.9611307420494699,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.0,0.0,1.0,0.43199999999999994,0.4742982456140351,1.7357224975250745,0.46773026315789473,0.717948717948718,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.0,0.0,2.0,0.4,0.5074122807017544,1.8838586079914221,0.5120285087719298,0.717948717948718,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.0,0.0,3.0,0.428,0.5138377192982455,2.162605725820801,0.5082017543859649,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.0,1.0,2.0,nan,nan,2.747207843412674,0.5132675438596491,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.0,1.0,3.0,nan,nan,5.4945556702264415,0.5040679824561403,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.5,0.0,1.0,0.41200000000000003,0.46848596491228073,1.9610316736827553,0.46354495614035085,0.05923589204346302,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,0.5,0.0,3.0,0.36440000000000006,0.5027219298245613,2.2828641582212184,0.5044892543859649,0.007690032534753032,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,1.0,0.0,3.0,0.35200000000000004,0.5073574561403509,2.3207892707553897,0.5049572368421054,-0.006666666666666667,
100.0,50.0,12.0,10.0,1.0,0.1,0.0,1.0,1.0,1.0,nan,nan,3.331703856123212,0.5107565789473685,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.0,0.0,1.0,0.4304,0.47594813596491226,1.741813934521966,0.47009122807017545,0.662019106635683,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.0,0.0,2.0,0.4,0.5094322368421054,1.8817213867651228,0.5119389254385965,0.6884531590413944,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.0,1.0,1.0,nan,nan,3.192542921109784,0.5167914473684211,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.0,1.0,2.0,nan,nan,2.7421903823017835,0.5130950657894737,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.0,1.0,3.0,nan,nan,5.473545228245699,0.5033144736842106,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.5,0.0,2.0,0.46459999999999996,0.5048793859649123,1.8181135613216508,0.5174612938596491,0.04641435606827228,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.5,0.0,3.0,0.3392,0.5029285087719298,2.1353062392967646,0.5030289473684211,0.10130718954248366,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.5,1.0,1.0,nan,nan,3.307860311353181,0.5042089912280702,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,0.5,1.0,3.0,nan,nan,5.945972469396266,0.5299342105263157,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,1.0,0.0,1.0,0.4402000000000001,0.47824791666666666,1.93718999355785,0.4780860745614035,0.010844177510844178,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,1.0,0.0,3.0,0.35100000000000003,0.5027515350877193,2.26321162056679,0.5018957236842105,0.0022222222222222222,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,1.0,1.0,1.0,nan,nan,3.4203039489523723,0.5119286184210526,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,0.1,1.0,1.0,2.0,nan,nan,2.7652172761525393,0.5103168859649123,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.0,0.0,1.0,0.3928000000000001,0.47320910087719303,2.014834681571241,0.4696065789473684,0.3229558060475935,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.0,0.0,2.0,0.425,0.505413157894737,1.9147019761587125,0.5089947368421053,0.19691093420425937,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.0,0.0,3.0,0.39919999999999994,0.5012864035087718,1.9172245839498503,0.4988122807017543,0.32853223593964337,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.0,1.0,1.0,nan,nan,3.2501434685973423,0.5137728070175438,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.0,1.0,2.0,nan,nan,2.8012542074430344,0.5122122807017544,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,0.0,1.0,0.38120000000000004,0.4614799342105263,2.174557004790615,0.4596985745614035,0.07588075880758807,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,0.0,2.0,0.444,0.5060489035087719,1.879534215048899,0.514956798245614,0.054626054626054625,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,0.0,3.0,0.32659999999999995,0.49308103070175435,2.166566141642777,0.49374221491228065,0.10096153846153846,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,1.0,1.0,nan,nan,3.3424188155178007,0.5049338815789474,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,1.0,2.0,nan,nan,2.8291467516000552,0.5137430921052631,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,0.5,1.0,3.0,nan,nan,5.809017766866972,0.5306042763157894,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,1.0,0.0,1.0,0.41440000000000005,0.4735276315789474,2.0546991136806914,0.4723106359649123,0.03107890499194847,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,1.0,0.0,2.0,0.47639999999999993,0.5037816885964912,1.8024130400431715,0.5114609649122807,-0.00012090436464756378,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,1.0,0.0,3.0,0.2872,0.5040638157894737,2.367455294510848,0.5028361842105262,0.03185550082101806,
100.0,50.0,12.0,10.0,1.0,0.1,1.0,1.0,1.0,2.0,nan,nan,2.8178288373541034,0.5127208333333333,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,0.0,1.0,0.38199999999999995,0.46968201754385963,2.0038733149350385,0.4641885964912281,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,0.0,2.0,0.4,0.5065021929824561,1.9176092612596636,0.5096929824561404,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,0.0,3.0,0.43200000000000005,0.5140679824561404,2.203230559356972,0.5100657894736842,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,1.0,1.0,nan,nan,3.4623450353147622,0.5198684210526316,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,1.0,2.0,nan,nan,2.803113087668816,0.5018640350877193,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.0,1.0,3.0,nan,nan,5.696334967785547,0.5065131578947368,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.5,0.0,1.0,0.3688,0.4646692982456141,2.1855054885728493,0.4614263157894737,0.060771801883925856,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.5,0.0,2.0,0.46,0.4961300438596492,1.8979289062684435,0.5054157894736843,0.025288729589804857,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.5,0.0,3.0,0.3638,0.4982458333333333,2.360799202482309,0.500391447368421,0.007690032534753032,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.5,1.0,1.0,nan,nan,3.5454312777138948,0.5069376096491228,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,0.5,1.0,3.0,nan,nan,5.947078651314154,0.5302633771929824,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,0.0,1.0,0.47119999999999995,0.48217105263157894,1.8550773714279827,0.47919736842105265,0.013055555555555556,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,0.0,2.0,0.45880000000000004,0.4964572368421053,1.9035836980739054,0.5059484649122807,-0.017777777777777778,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,0.0,3.0,0.3504,0.5019199561403509,2.395758791240926,0.499656798245614,-0.006666666666666667,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,1.0,1.0,nan,nan,3.6091434117309076,0.508108552631579,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,1.0,2.0,nan,nan,2.7623308283457133,0.49918421052631573,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.0,1.0,1.0,3.0,nan,nan,6.3054635756290205,0.5234758771929824,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.0,0.0,2.0,0.3998,0.5077145833333334,1.9154666512227598,0.5103933114035087,0.6884531590413944,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.0,1.0,3.0,nan,nan,5.676082472280572,0.5062001096491229,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.5,0.0,1.0,0.4232,0.4818731359649123,2.0578989528983187,0.4805768640350877,0.0408483896307934,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.5,0.0,2.0,0.46879999999999994,0.5016622807017543,1.8355038265931696,0.5137827850877194,0.043510176843510176,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.5,0.0,3.0,0.338,0.4948015350877193,2.1980742908011957,0.4958342105263158,0.10130718954248366,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.5,1.0,1.0,nan,nan,3.5673067635513185,0.505019298245614,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,0.5,1.0,2.0,nan,nan,2.8781966540152917,0.5015426535087719,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,1.0,0.0,1.0,0.43019999999999997,0.47944758771929824,2.0552741152771308,0.47877291666666666,0.007662835249042145,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,1.0,0.0,2.0,0.5064,0.5023736842105263,1.7291806396013223,0.5120467105263158,0.0069048852062834455,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,1.0,0.0,3.0,0.3495999999999999,0.49748749999999997,2.3472949080510763,0.49656995614035093,0.0022222222222222222,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,1.0,1.0,1.0,nan,nan,3.6991126224412954,0.5110655701754385,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,0.1,1.0,1.0,3.0,nan,nan,6.2428175338736125,0.5306957236842105,0.8888888888888888,
100.0,50.0,12.0,10.0,1.0,0.5,1.0,0.0,0.0,1.0,0.391,0.4777699561403509,2.093383655504483,0.4737174342105263,0.3140290009785606,
100.0,50.0,12.0,10.0,1.0,0.5,1.0,0.0,0.0,2.0,0.41899999999999993,0.504581798245614,1.9491986654863809,0.5067805921052632,0.20679012345679013,
100.0,50.0,12.0,10.0,1.0,0.5,1.0,0.0,0.0,3.0,0.4094,0.5058199561403509,1.9226433209287088,0.500668201754386,0.31937216026435356,
